Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2021-06-02,,,,31,,,3,,,,,,2
2021-06-01,1121,7,4510,29,58,14,0,0.975360006112,,,,,0
2021-05-31,1637,14,4344,21,63,15,0,0.973602694603,,,,,0
2021-05-30,2720,13,3412,21,65,15,2,0.9713892349600001,,,,,0
2021-05-29,3031,31,5538,56,63,15,4,0.9689504982539999,,,,,1
2021-05-28,5569,45,8559,55,63,14,3,0.9665215294859999,,,,,0
2021-05-27,6749,55,9702,28,62,14,1,0.963930442884,,,,,4
2021-05-26,7747,52,8664,11,61,18,1,0.961217192298,,,,,1
2021-05-25,10032,50,8830,22,66,8,2,0.9586401264219999,,,,,1
2021-05-24,10653,53,8272,26,72,9,3,0.955920515309,,,,,0
2021-05-23,3167,34,3790,47,76,11,2,0.953280265198,,,,,0
2021-05-22,3330,25,6420,29,69,10,5,0.950599239685,,,,,3
2021-05-21,6743,58,9656,27,68,9,4,0.94787852168,,,,,2
2021-05-20,7064,44,11387,37,68,10,4,0.9450882500839999,,,,,10
2021-05-19,8826,48,12193,51,75,22,3,0.942213894058,,,,,10
2021-05-18,11273,65,12838,48,70,15,0,0.939120939012,,,,,10
2021-05-17,13481,61,6145,39,78,14,0,0.9362962885330001,,,,,0
2021-05-16,3458,37,4469,52,79,13,1,0.93279171905,,,,,0
2021-05-15,3767,52,7227,55,82,23,2,0.929247611176,,,,,10
2021-05-14,8515,69,11803,145,80,25,2,0.9256351101899999,,,,,1
2021-05-13,8949,87,11159,35,75,20,3,0.9219443605709999,,,,,0
2021-05-12,10711,83,12144,42,80,15,6,0.918101745212,,,,,0
2021-05-11,11957,81,9980,58,83,18,9,0.914282733533,,,,,0
2021-05-10,13657,75,7437,46,84,18,0,0.91023127619,,,,,0
2021-05-09,3233,34,4087,33,80,20,3,0.9062938865369999,,,,,0
2021-05-08,3815,49,6835,47,84,21,5,0.902318164266,,,,,0
